Comic Name
Harley Quinn Vol. 3 #9
Harley Quinn Vol. 3 #10
Nightwing Vol. 4 #7
Nightwing Vol. 4 #8
Nightwing Vol. 4 #9
Catwoman: Election Night #1 (2017)
Cyborg: Rebirth #1 (2016)
Cyborg Vol. 2 #1 (2016)
Cyborg Vol. 2 #2
Cyborg Vol. 2 #3
Cyborg Vol. 2 #4
Gotham Academy: Second Semester #1 (2016)
Gotham Academy: Second Semester #2
Gotham Academy: Second Semester #3
Gotham Academy: Second Semester #4
Wonder Woman: Rebirth #1 (2016)
Wonder Woman tells two different stories in alternating issues.
Wonder Woman Vol. 5 #1 (2016)
Wonder Woman Vol. 5 #3
Wonder Woman Vol. 5 #5
Wonder Woman Vol. 5 #7
Wonder Woman Vol. 5 #9
Wonder Woman Vol. 5 #11
Wonder Woman Vol. 5 #13
Superman Vol. 4 Annual #1 (2017)
Batman Vol. 3 Annual #1 (2017)
DC Rebirth Holiday Special #1 (2016)
New Super-Man #1 (2016)
New Super-Man #2
New Super-Man #3
New Super-Man #4
New Super-Man #5
New Super-Man #6
Deathstroke: Rebirth #1 (2016)
Deathstroke Vol. 4 #1 (2016)
Deathstroke Vol. 4 #2
Deathstroke Vol. 4 #3
Deathstroke Vol. 4 #4
Deathstroke Vol. 4 #5
Deathstroke Vol. 4 #6
Deathstroke Vol. 4 #7
Deathstroke Vol. 4 #8
Raven #1 (2016)
Raven #2
Raven #3
Raven #4
Raven #5
Raven #6
Teen Titans: Rebirth #1 (2016)
Teen Titans Vol. 6 #1 (2016)
Teen Titans Vol. 6 #2
Teen Titans Vol. 6 #3
Teen Titans Vol. 6 #4
Teen Titans Vol. 6 #5
The Flash Vol. 5 #10
The Flash Vol. 5 #11
The Flash Vol. 5 #12
The Flash Vol. 5 #13
Batman Vol. 3 #9
Batman Vol. 3 #10
Batman Vol. 3 #11
Batman Vol. 3 #12
Batman Vol. 3 #13
Justice League Vol. 3 #8
Justice League Vol. 3 #9
Justice League Vol. 3 #10
Justice League Vol. 3 #11
Superman Vol. 4 #12
Superman Vol. 4 #13
Cyborg Vol. 2 #5
Cyborg Vol. 2 #6
Cyborg Vol. 2 #7
All-Star Batman #1 (2016)
All-Star Batman #2
All-Star Batman #3
All-Star Batman #4
All-Star Batman #5
Detective Comics #943
Detective Comics #944
Detective Comics #945
Detective Comics #946
Detective Comics #947
Green Lanterns #9
Green Lanterns #10
Green Lanterns #11
Green Lanterns #12
Green Lanterns #13
Green Lanterns #14
Green Lanterns #15
Hal Jordan & The Green Lantern Corps #8
Hal Jordan & The Green Lantern Corps #9
Hal Jordan & The Green Lantern Corps #10
Hal Jordan & The Green Lantern Corps #11
Hal Jordan & The Green Lantern Corps #12
Hal Jordan & The Green Lantern Corps #13
Red Hood and the Outlaws: Rebirth #1 (2016)
Red Hood and the Outlaws Vol. 2 #1 (2016)
Red Hood and the Outlaws Vol. 2 #2
Red Hood and the Outlaws Vol. 2 #3
Red Hood and the Outlaws Vol. 2 #4
Red Hood and the Outlaws Vol. 2 #5
Red Hood and the Outlaws Vol. 2 #6
Red Hood and the Outlaws Vol. 2 #7
Deathstroke Vol. 4 #9
Deathstroke Vol. 4 #10
Deathstroke Vol. 4 #11
Titans Vol. 3 #7
Wonder Woman Vol. 5 #2
Wonder Woman Vol. 5 #4
Wonder Woman Vol. 5 #6
Wonder Woman Vol. 5 #8
Wonder Woman Vol. 5 #10
Wonder Woman Vol. 5 #12
Wonder Woman Vol. 5 #14
Aquaman Vol. 8 #11
Aquaman Vol. 8 #12
Aquaman Vol. 8 #13
Aquaman Vol. 8 #14
Aquaman Vol. 8 #15
Suicide Squad Vol. 5 #5
Suicide Squad Vol. 5 #6
Suicide Squad Vol. 5 #7
Read Justice League vs. Suicide Squad here.
Justice League of America: The Atom Rebirth #1 (2017)
Justice League of America: Killer Frost Rebirth #1 (2017)
Justice League of America: The Ray Rebirth #1 (2017)
Justice League of America: Vixen Rebirth #1 (2017)
Batman Vol. 3 #14
Batman Vol. 3 #15
Super Sons #1 (2017)
Super Sons #2
Super Sons #3
Super Sons #4
Action Comics #967
Action Comics #968
Action Comics #969
Action Comics #970
Action Comics #971
Action Comics #972
The Hellblazer: Rebirth #1 (2016)
The Hellblazer #1 (2016)
The Hellblazer #2
The Hellblazer #3
The Hellblazer #4
The Hellblazer #5
The Hellblazer #6
Sixpack and Dogwelder: Hard-Travelin' Heroz #1 (2016)
Sixpack and Dogwelder: Hard-Travelin' Heroz #2
Sixpack and Dogwelder: Hard-Travelin' Heroz #3
Sixpack and Dogwelder: Hard-Travelin' Heroz #4
Sixpack and Dogwelder: Hard-Travelin' Heroz #5
Sixpack and Dogwelder: Hard-Travelin' Heroz #6
Detective Comics #948
Detective Comics #949
Harley Quinn Vol. 3 #11
Harley Quinn Vol. 3 #12
Harley Quinn Vol. 3 #13
Harley Quinn Vol. 3 #14
Harley Quinn Vol. 3 #15
Harley Quinn Vol. 3 #16
Superman Vol. 4 #14
Superman Vol. 4 #15
Superman Vol. 4 #16
Superman Vol. 4 #17
Justice League Vol. 3 #14
Cyborg Vol. 2 #8
Cyborg Vol. 2 #9
Deadman: Dark Mansion of Forbidden Love #1 (2016)
Deadman: Dark Mansion of Forbidden Love #2
Deadman: Dark Mansion of Forbidden Love #3
Supergirl: Rebirth #1 (2016)
Supergirl Vol. 7 #1 (2016)
Supergirl Vol. 7 #2
Supergirl Vol. 7 #3
Supergirl Vol. 7 #4
Supergirl Vol. 7 #5
Supergirl Vol. 7 #6
New Super-Man #7
New Super-Man #8
Batgirl and the Birds of Prey #7
Nightwing Vol. 4 #10
Nightwing Vol. 4 #11
Nightwing Vol. 4 #12
Nightwing Vol. 4 #13
Nightwing Vol. 4 #14
Nightwing Vol. 4 #15
Green Lanterns #16
Green Lanterns #17
Green Lanterns #18
Mother Panic #1 (2017)
Mother Panic #2
Mother Panic #3
Green Arrow Vol. 6 #12
Green Arrow Vol. 6 #13
Green Arrow Vol. 6 #14
Green Arrow Vol. 6 #15
Green Arrow Vol. 6 #16
Green Arrow Vol. 6 #17
Batwoman: Rebirth #1 (2017)
Batman Beyond: Rebirth #1 (2016)
Batman Beyond Vol. 6 #1 (2016)
Batman Beyond Vol. 6 #2
Batman Beyond Vol. 6 #3
Batman Beyond Vol. 6 #4
Batman Beyond Vol. 6 #5
The Flash Vol. 5 #14
The Flash Vol. 5 #15
The Flash Vol. 5 #16
The Flash Vol. 5 #17
Blue Beetle: Rebirth #1 (2016)
Blue Beetle Vol. 10 #1 (2016)
Blue Beetle Vol. 10 #2
Blue Beetle Vol. 10 #3
Blue Beetle Vol. 10 #4
Blue Beetle Vol. 10 #5
Blue Beetle Vol. 10 #6
Trinity Vol. 2 #7
Aquaman Vol. 8 #16
Aquaman Vol. 8 #17
Aquaman Vol. 8 #18
Batgirl Vol. 5 Annual #1 (2017)
Justice League Vol. 3 #15
Justice League Vol. 3 #16
Justice League Vol. 3 #17
Justice League Vol. 3 #18
Justice League Vol. 3 #19
Action Comics #973
Action Comics #974
Supergirl Vol. 7 #7
Read Superman Reborn here.
New Super-Man #9
New Super-Man #10
Cave Carson has a Cybernetic Eye #1 (2016)
Cave Carson has a Cybernetic Eye #2
Cave Carson has a Cybernetic Eye #3
Cave Carson has a Cybernetic Eye #4
Cave Carson has a Cybernetic Eye #5
Cave Carson has a Cybernetic Eye #6
Death of Hawkman #1 (2016)
Death of Hawkman #2
Death of Hawkman #3
Death of Hawkman #4
Death of Hawkman #5
Death of Hawkman #6
Midnighter and Apollo #1 (2016)
Midnighter and Apollo #2
Midnighter and Apollo #3
Midnighter and Apollo #4
Midnighter and Apollo #5
Midnighter and Apollo #6
Shade the Changing Girl #1 (2016)
Shade the Changing Girl #2
Shade the Changing Girl #3
Shade the Changing Girl #4
Shade the Changing Girl #5
Shade the Changing Girl #6
Hal Jordan & The Green Lantern Corps #14
Hal Jordan & The Green Lantern Corps #15
Hal Jordan & The Green Lantern Corps #16
Hal Jordan & The Green Lantern Corps #17
The Flash Vol. 5 #18
The Flash Vol. 5 #19
The Flash Vol. 5 #20
Titans Vol. 3 Annual #1 (2017)
Titans Vol. 3 #8
Titans Vol. 3 #9
Titans Vol. 3 #10
Batman Vol. 3 #16
Batman Vol. 3 #17
Batman Vol. 3 #18
Batman Vol. 3 #19
Batman Vol. 3 #20
Green Arrow Vol. 6 #18
Green Arrow Vol. 6 #19
Green Arrow Vol. 6 #20
Gotham Academy: Second Semester #5
Gotham Academy: Second Semester #6
Gotham Academy: Second Semester #7
Gotham Academy: Second Semester #8
Justice League of America: Rebirth #1 (2017)
Justice League of America Vol. 5 #1 (2017)
Justice League of America Vol. 5 #2
Justice League of America Vol. 5 #3
Justice League of America Vol. 5 #4
Justice League of America Vol. 5 #5
Justice League of America Vol. 5 #6
Justice League of America Vol. 5 #7
All-Star Batman #6
All-Star Batman #7
All-Star Batman #8
All-Star Batman #9
Green Lanterns #19
Green Lanterns #20
Green Lanterns #21
Suicide Squad Vol. 5 #11
Suicide Squad Vol. 5 #12
Suicide Squad Vol. 5 #13
Suicide Squad Vol. 5 #14
Suicide Squad Vol. 5 #15
Teen Titans Vol. 6 #6
Teen Titans Vol. 6 #7
Bane: Conquest #1 (2017)
Bane: Conquest #2
Bane: Conquest #3
Bane: Conquest #4
Bane: Conquest #5
Bane: Conquest #6
Bane: Conquest #7
Bane: Conquest #8
Bane: Conquest #9
Bane: Conquest #10
Bane: Conquest #11
Bane: Conquest #12
Aquaman Vol. 8 #19
Aquaman Vol. 8 #20
Aquaman Vol. 8 #21
Aquaman Vol. 8 #22
Deathstroke Vol. 4 #12
Deathstroke Vol. 4 #13
Deathstroke Vol. 4 #14
Deathstroke Vol. 4 #15
Deathstroke Vol. 4 #16
Deathstroke Vol. 4 #17
Deathstroke Vol. 4 #18
Doom Patrol Vol. 6 #1 (2016)
Doom Patrol Vol. 6 #2
Doom Patrol Vol. 6 #3
Doom Patrol Vol. 6 #4
Doom Patrol Vol. 6 #5
Doom Patrol Vol. 6 #6
Mother Panic #4
Mother Panic #5
Mother Panic #6
Harley Quinn Vol. 3 #17
Harley Quinn Vol. 3 #18
Harley Quinn Vol. 3 #19
Harley Quinn Vol. 3 #20
Harley Quinn Vol. 3 #21
Nightwing Vol. 4 #16
Nightwing Vol. 4 #17
Nightwing Vol. 4 #18
Nightwing Vol. 4 #19
Nightwing Vol. 4 #20
Nightwing Vol. 4 #21
Batgirl and the Birds of Prey #8
Batgirl and the Birds of Prey #9
Batgirl and the Birds of Prey #10
Detective Comics #950
Detective Comics #951
Detective Comics #952
Detective Comics #953
Detective Comics #954
Detective Comics #955
Detective Comics #956
Detective Comics #957
Red Hood and the Outlaws Vol. 2 #8
Red Hood and the Outlaws Vol. 2 #9
Red Hood and the Outlaws Vol. 2 #10
Red Hood and the Outlaws Vol. 2 #11
Red Hood and the Outlaws Vol. 2 #12
Red Hood and the Outlaws Vol. 2 #13
Batman Vol. 3 #21 - The Button
The Flash Vol. 5 #21
Batman Vol. 3 #22
The Flash Vol. 5 #22
Justice League Vol. 3 #20
Justice League Vol. 3 #21
Batman Vol. 3 #23
Batman Vol. 3 #24
Batgirl Vol. 5 #7
Batgirl Vol. 5 #8
Batgirl Vol. 5 #9
Batgirl Vol. 5 #10
Batgirl Vol. 5 #11
Wonder Woman Vol. 5 #15
Wonder Woman Vol. 5 #17
Wonder Woman Vol. 5 #19
Wonder Woman Vol. 5 #21
Wonder Woman Vol. 5 #23
Hal Jordan & The Green Lantern Corps #18
Hal Jordan & The Green Lantern Corps #19
Hal Jordan & The Green Lantern Corps #20
Hal Jordan & The Green Lantern Corps #21
Read The Lazarus Contract here.
Wonder Woman Vol. 5 Annual #1 (2017)
Wonder Woman: Steve Trevor #1 (2017)
Wonder Woman Vol. 5 #16
Wonder Woman Vol. 5 #18
Wonder Woman Vol. 5 #20
Wonder Woman Vol. 5 #22
Wonder Woman Vol. 5 #24
The Odyssey of The Amazons #1 (2017)
The Odyssey of The Amazons #2
The Odyssey of The Amazons #3
The Odyssey of The Amazons #4
The Odyssey of The Amazons #5
The Odyssey of The Amazons #6
The Fall and Rise of Captain Atom #1 (2017)
The Fall and Rise of Captain Atom #2
The Fall and Rise of Captain Atom #3
The Fall and Rise of Captain Atom #4
The Fall and Rise of Captain Atom #5
The Fall and Rise of Captain Atom #6
Green Arrow Vol. 6 #21
Green Arrow Vol. 6 #22
Green Arrow Vol. 6 #23
Green Arrow Vol. 6 #24
Green Arrow Vol. 6 #25
Green Lanterns #22
Green Lanterns #23
Green Lanterns #24
Green Lanterns #25
Green Lanterns #26
Aquaman Vol. 8 #23
Aquaman Vol. 8 #24
Trinity Vol. 2 Annual #1 (2017)
Trinity Vol. 2 #9
Trinity Vol. 2 #10
Trinity Vol. 2 #11
Justice League Vol. 3 #22
Cyborg Vol. 2 #10
Cyborg Vol. 2 #11
Cyborg Vol. 2 #12
Cyborg Vol. 2 #13
The Flash Vol. 5 #23
The Flash Vol. 5 #24
The Flash Vol. 5 #25
The Flash Vol. 5 #26
The Flash Vol. 5 #27
New Super-Man #11
New Super-Man #12
New Super-Man #13
New Super-Man #14
Superman Vol. 4 #20
Superman Vol. 4 #21
Superman Vol. 4 #22
Superman Vol. 4 #23
Superman Vol. 4 #24
Superman Vol. 4 #25
Superman Vol. 4 #26
Titans Vol. 3 #12
Titans Vol. 3 #13
Titans Vol. 3 #14
Batgirl Vol. 5 #12
Batgirl Vol. 5 #13
Batgirl Vol. 5 #14
Batgirl Vol. 5 #15
Batgirl Vol. 5 #16
Batgirl Vol. 5 #17
Super Sons #5
Justice League of America Vol. 5 #8
Justice League of America Vol. 5 #9
Justice League of America Vol. 5 #10
Justice League of America Vol. 5 #11
Wonder Woman Vol. 5 #25
Justice League Vol. 3 #23
Justice League Vol. 3 #24
Justice League Vol. 3 #25
Suicide Squad Vol. 5 #16
Suicide Squad Vol. 5 #17
Action Comics #979
Action Comics #980
Suicide Squad Vol. 5 #18
Suicide Squad Vol. 5 #19
Action Comics #981
Action Comics #982
Action Comics #983
Action Comics #984
Suicide Squad Vol. 5 #20
Supergirl Vol. 7 #9
Supergirl Vol. 7 #10
Supergirl Vol. 7 #11
Superman Vol. 4 #27
Superman Vol. 4 #28
Batwoman Vol. 3 #1 (2017)
Batwoman Vol. 3 #2
Batwoman Vol. 3 #3
Batwoman Vol. 3 #4
Batwoman Vol. 3 #5
Batwoman Vol. 3 #6
Harley Quinn Vol. 3 #22
Harley Quinn Vol. 3 #23
Harley Quinn Vol. 3 #24
Harley Quinn Vol. 3 #25
Harley Quinn Vol. 3 #26
Harley Quinn Vol. 3 #27
Gotham Academy: Second Semester #9
Gotham Academy: Second Semester #10
Gotham Academy: Second Semester #11
Gotham Academy: Second Semester #12
Superwoman #10
Superwoman #11
Superwoman #12
Teen Titans Vol. 6 #9
Teen Titans Vol. 6 #10
Teen Titans Vol. 6 #11
The Flash Vol. 5 #28
The Flash Vol. 5 #29
The Flash Vol. 5 #30
The Flash Vol. 5 #31
Batgirl and the Birds of Prey #11
Batgirl and the Birds of Prey #12
Batgirl and the Birds of Prey #13
Batgirl and the Birds of Prey #14
Detective Comics #958
Detective Comics #959
Detective Comics #960
Detective Comics #961
Detective Comics #962
Detective Comics #963
Detective Comics #964
Blue Beetle Vol. 10 #7
Blue Beetle Vol. 10 #8
Blue Beetle Vol. 10 #9
Blue Beetle Vol. 10 #10
Blue Beetle Vol. 10 #11
Blue Beetle Vol. 10 #12
Red Hood and the Outlaws Vol. 2 Annual #1 (2017)
Action Comics #985
Action Comics #986
The Hellblazer #7
The Hellblazer #8
The Hellblazer #9
The Hellblazer #10
The Hellblazer #11
The Hellblazer #12
Batman Beyond Vol. 6 #6
Batman Beyond Vol. 6 #7
Batman Beyond Vol. 6 #8
Batman Beyond Vol. 6 #9
Batman Beyond Vol. 6 #10
Batman Beyond Vol. 6 #11
Nightwing Vol. 4 #22
Nightwing Vol. 4 #23
Nightwing Vol. 4 #24
Nightwing Vol. 4 #25
Nightwing Vol. 4 #26
Nightwing Vol. 4 #27
Nightwing Vol. 4 #28
Hal Jordan & The Green Lantern Corps #22
Hal Jordan & The Green Lantern Corps #23
Hal Jordan & The Green Lantern Corps #24
Hal Jordan & The Green Lantern Corps #25
Superman Vol. 4 #29
Superman Vol. 4 #30
Superman Vol. 4 #31
Superman Vol. 4 #32
Suicide Squad Vol. 5 #21
Suicide Squad Vol. 5 #22
Suicide Squad Vol. 5 #23
Suicide Squad Vol. 5 #24
Suicide Squad Vol. 5 #25
All-Star Batman #10
All-Star Batman #11
All-Star Batman #12
All-Star Batman #13
All-Star Batman #14
Titans Vol. 3 #15
Shade the Changing Girl #7
Shade the Changing Girl #8
Shade the Changing Girl #9
Shade the Changing Girl #10
Shade the Changing Girl #11
Shade the Changing Girl #12
Supergirl Vol. 7 #12
Supergirl Vol. 7 Annual #1 (2017)
Supergirl Vol. 7 #13
Supergirl Vol. 7 #14
Cave Carson has a Cybernetic Eye #7
Cave Carson has a Cybernetic Eye #8
Cave Carson has a Cybernetic Eye #9
Cave Carson has a Cybernetic Eye #10
Cave Carson has a Cybernetic Eye #11
Cave Carson has a Cybernetic Eye #12
Superwoman #13
Superwoman #14
Batman Beyond Vol. 6 #12
Batman Beyond Vol. 6 #13
Green Arrow Vol. 6 #26
Green Arrow Vol. 6 #27
Green Arrow Vol. 6 #28
Green Arrow Vol. 6 #29
Green Arrow Vol. 6 #30
Green Arrow Vol. 6 #31
Blue Beetle Vol. 10 #13
Wonder Woman Vol. 5 #26
Wonder Woman Vol. 5 #27
Wonder Woman Vol. 5 #28
Wonder Woman Vol. 5 #29
Wonder Woman Vol. 5 #30
Green Lanterns #27
Green Lanterns #28
Green Lanterns #29
Green Lanterns #30
Green Lanterns #31
Green Lanterns #32
Hal Jordan & The Green Lantern Corps #26
Hal Jordan & The Green Lantern Corps #27
Hal Jordan & The Green Lantern Corps #28
Hal Jordan & The Green Lantern Corps #29
Hal Jordan & The Green Lantern Corps #30
Hal Jordan & The Green Lantern Corps #31
Deathstroke Vol. 4 #21
Deathstroke Vol. 4 #22
Deathstroke Vol. 4 #23
Deathstroke Vol. 4 #24
Batman Vol. 3 #25
Batman Vol. 3 #26
Batman Vol. 3 #27
Batman Vol. 3 #28
Batman Vol. 3 #29
Batman Vol. 3 #30
Batman Vol. 3 #31
Batman Vol. 3 #32
Justice League Vol. 3 #26
Justice League Vol. 3 #27
Justice League Vol. 3 #28
Justice League Vol. 3 #29
Justice League Vol. 3 #30
Justice League Vol. 3 #31
Mother Panic #7
Mother Panic #8
Mother Panic #9
Mother Panic #10
Mother Panic #11
Mother Panic #12
The Hellblazer #13
The Hellblazer #14
The Hellblazer #15
Justice League of America Vol. 5 #12
Justice League of America Vol. 5 #13
Justice League of America Vol. 5 #14
Justice League of America Vol. 5 #15
Justice League of America Vol. 5 #16
Justice League of America Vol. 5 #17
Titans Vol. 3 #16
Titans Vol. 3 #17
Titans Vol. 3 #18
Titans Vol. 3 #19
Super Sons #6
Super Sons #7
Super Sons #8
Super Sons #9
Super Sons #10
Super Sons Annual #1 (2018)
Deathstroke Vol. 4 #25
Deathstroke Vol. 4 #26
Deathstroke Vol. 4 #27
Deathstroke Vol. 4 Annual #1 (2018)
Deathstroke Vol. 4 #28
Deathstroke Vol. 4 #29
Deathstroke Vol. 4 #30
Deathstroke Vol. 4 #31
Deathstroke Vol. 4 #32
Deathstroke Vol. 4 #33
Deathstroke Vol. 4 #34
Deathstroke Vol. 4 #35
Cyborg Vol. 2 #14
Cyborg Vol. 2 #15
Cyborg Vol. 2 #16
Cyborg Vol. 2 #17
Cyborg Vol. 2 #18
Bug! The Adventures of Forager #1 (2017)
Bug! The Adventures of Forager #2
Bug! The Adventures of Forager #3
Bug! The Adventures of Forager #4
Bug! The Adventures of Forager #5
Bug! The Adventures of Forager #6
Harley Quinn Vol. 3 #28
Harley Quinn Vol. 3 #29
Harley Quinn Vol. 3 #30
Harley Quinn Vol. 3 #31
Harley Quinn Vol. 3 #32
Harley Quinn Vol. 3 #33
Action Comics #987
Action Comics #988
Action Comics #989
Action Comics #990
Action Comics #991
Action Comics #992
Green Arrow Vol. 6 Annual #1 (2017)
Detective Comics #965
Detective Comics #966
Detective Comics #967
Detective Comics #968
Aquaman Vol. 8 #25
Aquaman Vol. 8 #26
Aquaman Vol. 8 #27
Aquaman Vol. 8 #28
Aquaman Vol. 8 #29
Aquaman Vol. 8 #30
Aquaman Vol. 8 Annual #1 (2018)
Batwoman Vol. 3 #7
Batwoman Vol. 3 #8
Batwoman Vol. 3 #9
Batwoman Vol. 3 #10
Batwoman Vol. 3 #11
Trinity Vol. 2 #12
Trinity Vol. 2 #13
Trinity Vol. 2 #14
Trinity Vol. 2 #15
Batman Vol. 3 #33
Batman Vol. 3 #34
Batman Vol. 3 #35
Batman Vol. 3 Annual #2
Green Lanterns #33
Green Lanterns #34
Green Lanterns #35
Green Lanterns #36
Green Lanterns #37
Green Lanterns #38
Green Lanterns #39
Justice League of America Vol. 5 Annual #1 (2018)
Justice League of America Vol. 5 #18
Justice League of America Vol. 5 #19
Justice League of America Vol. 5 #20
Justice League of America Vol. 5 #21
Superman Vol. 4 #33
Superman Vol. 4 #34
Superman Vol. 4 #35
Superman Vol. 4 #36
Red Hood and the Outlaws Vol. 2 #14
Red Hood and the Outlaws Vol. 2 #15
Red Hood and the Outlaws Vol. 2 #16
Red Hood and the Outlaws Vol. 2 #17
Red Hood and the Outlaws Vol. 2 #18
Batgirl and the Birds of Prey #15
Batgirl and the Birds of Prey #16
Batgirl and the Birds of Prey #17
Batgirl and the Birds of Prey #18
New Super-Man #15
New Super-Man #16
New Super-Man #17
New Super-Man #18
New Super-Man #19
Doom Patrol Vol. 6 #7
Doom Patrol Vol. 6 #8
Doom Patrol Vol. 6 #9
Doom Patrol Vol. 6 #10
Doom Patrol Vol. 6 #11
Doom Patrol Vol. 6 #12
Superwoman #15
Superwoman #16
Superwoman #17
Superwoman #18
Blue Beetle Vol. 10 #14
Blue Beetle Vol. 10 #15
Blue Beetle Vol. 10 #16
Blue Beetle Vol. 10 #17
Harley Quinn Vol. 3 #34
Harley Quinn Vol. 3 #35
Harley Quinn Vol. 3 #36
The Hellblazer #16
The Hellblazer #17
The Hellblazer #18
Detective Comics Annual #1 (2018)
Detective Comics #969
Detective Comics #970
Detective Comics #971
Detective Comics #972
Detective Comics #973
Detective Comics #974
Swamp Thing Winter Special #1 (2018)
Batgirl Vol. 5 #18
Batman Vol. 3 #36
Batman Vol. 3 #37
Batman Vol. 3 #38
The Flash Vol. 5 #32
Read Dark Nights: Metal here.
Teen Titans Vol. 6 #13
Teen Titans Vol. 6 #14
The Flash Vol. 5 #34
The Flash Vol. 5 #35
The Flash Vol. 5 #36
The Flash Vol. 5 #37
The Flash Vol. 5 #38
Hal Jordan & The Green Lantern Corps #33
Hal Jordan & The Green Lantern Corps #34
Hal Jordan & The Green Lantern Corps #35
Hal Jordan & The Green Lantern Corps #36
Suicide Squad Vol. 5 #27
Suicide Squad Vol. 5 #28
Suicide Squad Vol. 5 #29
Suicide Squad Vol. 5 #30
Suicide Squad Vol. 5 #31
Suicide Squad Vol. 5 #32
Wonder Woman Vol. 5 #31
