Comic Name
Batman Vol. 3 #75
Batman: Secret Files #2
Batman Vol. 3 #76
Batman Vol. 3 #77
Batman Vol. 3 #78
Batman Vol. 3 #79
Batman Vol. 3 #80
Batman Vol. 3 #81
Batman Vol. 3 Annual #4
Batman Vol. 3 #82
Batman Vol. 3 #83
Batman Vol. 3 #84
Batman Vol. 3 #85
Detective Comics Annual #3
Batman: Pennyworth R.I.P. #1 (2020)
